Link ID	Link reference 	Body size reference	Geographic location	General habitat	Specific habitat	Link methodology	Body size methodology	Taxonomy consumer	Lifestage consumer	Common name(s) consumer	Metabolic category consumer	Type of feeding interaction	Minimum length (m) consumer	Mean length (m) consumer	Maximum length (m) consumer	Minimum mass (g) consumer	Mean mass (g) consumer	Maximum mass (g) consumer	Taxonomy resource	Lifestage - resource	Common name(s) resource	Metabolic category resource	Minimum length (m) resource	Mean length (m) resource	Maximum length (m) resource	Minimum mass (g) resource	Mean mass (g) resource	Maximum mass (g) resource	Consumer/resource body mass ratio	Notes		
16005	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Sagitta marri	adult	chaetognath	invertebrate	predacious	0.009	0.124	0.019	-999	-999	-999	Onacea sp.	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	106745.2429	-999
16006	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Sagitta marri	adult	chaetognath	invertebrate	predacious	0.009	0.124	0.019	-999	-999	-999	Metridia gerlachei	adult	copepod	Invertebrate	0.0039	0.0042	0.0044	-999	-999	-999	1222.81858	-999
16007	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Sagitta marri	adult	chaetognath	invertebrate	predacious	0.009	0.124	0.019	-999	-999	-999	Ostracoda	adult	Ostracoda	Invertebrate	0.0001	0.0024	-999	-999	-999	-999	3960.426258	-999
16008	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Sagitta marri	adult	chaetognath	invertebrate	predacious	0.009	0.124	0.019	-999	-999	-999	Pelegobia longicirrata	adult	Polychaeta	Invertebrate	0.0015	0.0039	0.0066	-999	-999	-999	26117.27826	-999
16009	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field guide information	published account	Cephalodiscus sp.	adult	pterobranchia	invertebrate	detritivorous	-999	0.066	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	3.80473E+14	-999
16010	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Molgula pedunculata	adult	ascidian	invertebrate	herbivorous	-999	0.25	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	3.48254E+15	-999
16011	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Molgula pedunculata	adult	ascidian	invertebrate	detritivorous	-999	0.25	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.24658E+16	-999
16012	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Molgula pedunculata	adult	ascidian	invertebrate	herbivorous	-999	0.25	-999	-999	-999	-999	Nanoplankton	-999	Nanoplankton	photo-autotroph	0	0.00002	0.00009	-999	-999	-999	5.55671E+18	-999
16013	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Molgula pedunculata	adult	ascidian	invertebrate	bacterivorous	-999	0.25	-999	-999	-999	-999	Bacteria	-999	Bacteria	heterotrophic bacteria	0	0.0001	-999	-999	-999	-999	1.24658E+16	-999
16014	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ascidia challengeri	adult	ascidian	invertebrate	herbivorous	-999	0.1	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	3.15714E+14	-999
16015	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ascidia challengeri	adult	ascidian	invertebrate	detritivorous	-999	0.1	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.13011E+15	-999
16016	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ascidia challengeri	adult	ascidian	invertebrate	herbivorous	-999	0.1	-999	-999	-999	-999	Nanoplankton	-999	Nanoplankton	photo-autotroph	0	0.00002	0.00009	-999	-999	-999	5.0375E+17	-999
16017	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Ascidia challengeri	adult	ascidian	invertebrate	bacterivorous	-999	0.1	-999	-999	-999	-999	Bacteria	-999	Bacteria	heterotrophic bacteria	0	0.0001	-999	-999	-999	-999	1.13011E+15	-999
16018	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Corella eumyota	adult	ascidian	invertebrate	herbivorous	-999	0.2	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	1.94085E+15	-999
16019	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Corella eumyota	adult	ascidian	invertebrate	detritivorous	-999	0.2	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	6.94732E+15	-999
16020	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Corella eumyota	adult	ascidian	invertebrate	herbivorous	-999	0.2	-999	-999	-999	-999	Nanoplankton	-999	Nanoplankton	photo-autotroph	0	0.00002	0.00009	-999	-999	-999	3.0968E+18	-999
16021	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Corella eumyota	adult	ascidian	invertebrate	bacterivorous	-999	0.2	-999	-999	-999	-999	Bacteria	-999	Bacteria	heterotrophic bacteria	0	0.0001	-999	-999	-999	-999	6.94732E+15	-999
16022	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Aplidium vastum 	adult	ascidian	invertebrate	herbivorous	0.06	0.2	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	1.94085E+15	-999
16023	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Aplidium vastum 	adult	ascidian	invertebrate	detritivorous	0.06	0.2	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	6.94732E+15	-999
16024	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Aplidium vastum 	adult	ascidian	invertebrate	herbivorous	0.06	0.2	-999	-999	-999	-999	Nanoplankton	-999	Nanoplankton	photo-autotroph	0	0.00002	0.00009	-999	-999	-999	3.0968E+18	-999
16025	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Aplidium vastum 	adult	ascidian	invertebrate	bacterivorous	0.06	0.2	-999	-999	-999	-999	Bacteria	-999	Bacteria	heterotrophic bacteria	0	0.0001	-999	-999	-999	-999	6.94732E+15	-999
16026	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Synoicum adareanum	adult	ascidian	invertebrate	herbivorous	-999	0.18	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	1.47268E+15	-999
16027	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Synoicum adareanum	adult	ascidian	invertebrate	detritivorous	-999	0.18	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	5.27148E+15	-999
16028	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Synoicum adareanum	adult	ascidian	invertebrate	herbivorous	-999	0.18	-999	-999	-999	-999	Nanoplankton	-999	Nanoplankton	photo-autotroph	0	0.00002	0.00009	-999	-999	-999	2.34979E+18	-999
16029	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Synoicum adareanum	adult	ascidian	invertebrate	bacterivorous	-999	0.18	-999	-999	-999	-999	Bacteria	-999	Bacteria	heterotrophic bacteria	0	0.0001	-999	-999	-999	-999	5.27148E+15	-999
16030	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cnemidocarpa verrucosa	adult	ascidian	invertebrate	herbivorous	0.01	0.28	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	4.68649E+15	-999
16031	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cnemidocarpa verrucosa	adult	ascidian	invertebrate	detritivorous	0.01	0.28	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.67754E+16	-999
16032	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cnemidocarpa verrucosa	adult	ascidian	invertebrate	herbivorous	0.01	0.28	-999	-999	-999	-999	Nanoplankton	-999	Nanoplankton	photo-autotroph	0	0.00002	0.00009	-999	-999	-999	7.47772E+18	-999
16033	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cnemidocarpa verrucosa	adult	ascidian	invertebrate	bacterivorous	0.01	0.28	-999	-999	-999	-999	Bacteria	-999	Bacteria	heterotrophic bacteria	0	0.0001	-999	-999	-999	-999	1.67754E+16	-999
16034	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	herbivorous	0.038	0.049	0.063	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	2.12477E+12	-999
16035	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	herbivorous	0.038	0.049	0.063	-999	-999	-999	Silicioflagellates	-999	Silicioflagellates	photo-autotroph	-999	0.00007	-999	-999	-999	-999	2.78528E+13	-999
16036	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	herbivorous	0.038	0.049	0.063	-999	-999	-999	Flagellate	-999	Phytoplankton	photo-autotroph	-999	0.00003	-999	-999	-999	-999	9.47129E+14	-999
16037	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	herbivorous	0.038	0.049	0.063	-999	-999	-999	Tintinnid	-999	Phytoplankton	photo-autotroph	0.00002	0.001	-999	-999	-999	-999	1233496697	-999
16038	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	826.5112649	-999
16039	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	279190.567	-999
16040	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	herbivorous	0.038	0.049	0.063	-999	-999	-999	Phytoplankton	-999	Phytoplankton	photo-autotroph	0.00002	0.0002	-999	-999	-999	-999	5.49837E+11	-999
16041	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	detritivorous	0.038	0.049	0.063	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	7.60568E+12	-999
16042	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	78.38955312	-999
16043	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Oithona	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	15190.59409	-999
16044	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Onacea	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	15190.59409	-999
16045	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Euchaeta antarctica	adult	copepod	Invertebrate	0.006	0.0064	0.007	-999	-999	-999	71.8511664	-999
16046	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Calanus propinquus	adult	Copepoda	Invertebrate	0.0053	0.0057	0.0061	-999	-999	-999	91.63778246	-999
16047	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Metridia gerlachei	adult	copepod	Invertebrate	0.0039	0.0042	0.0044	-999	-999	-999	174.01563	-999
16048	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	826.5112649	-999
16049	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Limacina helicina 	adult	Pteropoda	Invertebrate	0.0009	0.0015	-999	-999	-999	-999	1512.23792	-999
16050	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Pelegobia longicirrata	adult	Polychaeta	Invertebrate	0.0015	0.0039	0.0066	-999	-999	-999	3716.671226	-999
16051	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Salpa thompsoni	adult	salp	invertebrate	predacious	0.038	0.049	0.063	-999	-999	-999	Eukrohnia hamata	adult	Chaetognatha	Invertebrate	0.015	0.0198	0.027	-999	-999	-999	0.468550369	-999
16052	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert	published account	Salpa gerlachei	adult	salp	invertebrate	herbivorous	0.007	0.012	0.05	-999	-999	-999	Phytoplankton	-999	Phytoplankton	photo-autotroph	0.00002	0.0002	-999	-999	-999	-999	3.15988E+11	-999
16053	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert	published account	Salpa gerlachei	adult	salp	invertebrate	herbivorous	0.007	0.012	0.05	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	1.22109E+12	-999
16054	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert	published account	Ihlea racovitzai	adult	salp	invertebrate	herbivorous	0.007	0.012	0.05	-999	-999	-999	Phytoplankton	-999	Phytoplankton	photo-autotroph	0.00002	0.0002	-999	-999	-999	-999	3.15988E+11	-999
16055	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	expert	published account	Ihlea racovitzai	adult	salp	invertebrate	herbivorous	0.007	0.012	0.05	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	1.22109E+12	-999
16056	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Epimeria macrodonta	adult	Amphipoda	Invertebrate	-999	0.035	-999	-999	-999	-999	1362.26419	-999
16057	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Epimeria robusta	adult	Amphipoda	Invertebrate	-999	0.04	-999	-999	-999	-999	1029.148989	-999
16058	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Iphimediella cyclogena	adult	Amphipoda	Invertebrate	-999	0.03	-999	-999	-999	-999	1882.996873	-999
16059	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Liljeborgia georgiana	adult	Amphipoda	Invertebrate	-999	0.027	-999	-999	-999	-999	2349.310009	-999
16060	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Cyllopus lucasii	adult	Amphipoda	Invertebrate	0.021	0.022	0.027	-999	-999	-999	3611.741039	-999
16061	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	52680.59292	-999
16062	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Gnathia calva	adult	Isopoda	Invertebrate	0.003	0.008	-999	-999	-999	-999	30221.44745	-999
16063	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Isopoda	adult	Isopoda	Invertebrate	0.003	0.08609	0.12	-999	-999	-999	205.7801821	-999
16064	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Natatolana obtusata	adult	Isopoda	Invertebrate	-999	0.01	-999	-999	-999	-999	18914.90802	-999
16065	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Gnathia calva	adult	Isopoda	Invertebrate	0.003	0.008	-999	-999	-999	-999	30221.44745	-999
16066	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Euphausiacea	adult	Euphausiacea	Invertebrate	0.00617	0.0172	0.03631	-999	-999	-999	6056.120324	-999
16067	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Ostracoda	adult	Ostracoda	Invertebrate	0.0001	0.0024	-999	-999	-999	-999	378756.9635	-999
16068	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Pantopoda	adult	Pantopoda	Invertebrate	0.0022	0.0229	0.05	-999	-999	-999	3320.088962	-999
16069	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	19.98599845	-999
16070	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco orianae	adult	fish	ectotherm vertebrate	predacious	0.05	0.16	-999	-999	-999	-999	Eunoe spica	adult	Polychaeta	Invertebrate	-999	0.052	-999	-999	-999	-999	1000.533482	-999
16071	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco loennbergi	adult	fish	ectotherm vertebrate	predacious	0.045	0.081	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	17.81319246	-999
16072	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco loennbergi	adult	fish	ectotherm vertebrate	predacious	0.045	0.081	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	193.8897474	-999
16073	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco loennbergi	adult	fish	ectotherm vertebrate	predacious	0.045	0.081	-999	-999	-999	-999	Isopoda	adult	Isopoda	Invertebrate	0.003	0.08609	0.12	-999	-999	-999	35.77846387	-999
16074	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco loennbergi	adult	fish	ectotherm vertebrate	predacious	0.045	0.081	-999	-999	-999	-999	Tanaidacea	adult	Tanaidacea	Invertebrate	0.0015	0.015	-999	-999	-999	-999	1403.559192	-999
16075	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Artedidraco loennbergi	adult	fish	ectotherm vertebrate	predacious	0.045	0.081	-999	-999	-999	-999	Cumacea	adult	Cumacea	Invertebrate	0.0005	0.012	-999	-999	-999	-999	2242.548065	-999
